E, 1 - qF(E), E_0, E_B, E_D, E_B(Theory), Sites, Localized State, Extended State, Dark State
-1.250000000000027,0.8609548535987921,nan,nan,nan,nan,nan,nan,nan,nan
-1.240000000000027,0.8380217450048575,nan,nan,nan,nan,nan,nan,nan,nan
-1.230000000000027,0.8150051891565745,nan,nan,nan,nan,nan,nan,nan,nan
-1.220000000000027,0.7918351711906494,nan,nan,nan,nan,nan,nan,nan,nan
-1.210000000000027,0.7684397370827027,nan,nan,nan,nan,nan,nan,nan,nan
-1.200000000000028,0.7447441644768017,nan,nan,nan,nan,nan,nan,nan,nan
-1.190000000000028,0.7206700652592685,nan,nan,nan,nan,nan,nan,nan,nan
-1.180000000000028,0.6961343961979107,nan,nan,nan,nan,nan,nan,nan,nan
-1.170000000000028,0.6710483499826192,nan,nan,nan,nan,nan,nan,nan,nan
-1.160000000000029,0.6453160936451963,nan,nan,nan,nan,nan,nan,nan,nan
-1.150000000000029,0.6188333142300326,nan,nan,nan,nan,nan,nan,nan,nan
-1.140000000000029,0.591485522212406,nan,nan,nan,nan,nan,nan,nan,nan
-1.130000000000029,0.563146050796838,nan,nan,nan,nan,nan,nan,nan,nan
-1.120000000000029,0.5336736728713104,nan,nan,nan,nan,nan,nan,nan,nan
-1.11000000000003,0.5029097356402095,nan,nan,nan,nan,nan,nan,nan,nan
-1.10000000000003,0.4706746838266964,nan,nan,nan,nan,nan,nan,nan,nan
-1.09000000000003,0.4367638029950804,nan,nan,nan,nan,nan,nan,nan,nan
-1.08000000000003,0.4009419609146648,nan,nan,nan,nan,nan,nan,nan,nan
-1.07000000000003,0.3629370510074869,nan,nan,nan,nan,nan,nan,nan,nan
-1.060000000000031,0.3224317389687762,nan,nan,nan,nan,nan,nan,nan,nan
-1.050000000000031,0.2790529683650373,nan,nan,nan,nan,nan,nan,nan,nan
-1.040000000000031,0.2323584731718407,nan,nan,nan,nan,nan,nan,nan,nan
-1.030000000000031,0.1818192434094659,nan,nan,nan,nan,nan,nan,nan,nan
-1.020000000000032,0.1267964446059334,nan,nan,nan,nan,nan,nan,nan,nan
